7022.491594833399, 3.557036888339234e-11
7022.491594833399, 3.557036888339234e-11
7690.683028568891, 2.8140246116737433e-11
8507.942799627453, 2.1793064656745758e-11
9412.04967268067, 1.6877523571146547e-11
10624.678308940409, 1.252566885462644e-11
11993.53946209233, 9.598028110349264e-12
13814.999616383237, 7.513506627277336e-12
16237.76739188721, 6.0731292551942604e-12
20073.89180054629, 5.2337252021572315e-12
28875.287417994445, 4.96624642128034e-12
43247.888859043574, 4.814436734208023e-12
68129.20690579608, 5.0833557435314285e-12
98000.45006276945, 5.843878606162931e-12
139552.24970987553, 6.646791958478742e-12
190854.21440066822, 7.640328022334226e-12
263665.08987303555, 9.165171470184406e-12
371685.345640411, 1.0535883781875265e-11
513483.29074375384, 1.250460367962496e-11
731198.1563944282, 1.516207391484369e-11
1010150.2250089134, 1.799523696269875e-11
