30.344828725290157, 2.0869141872255022e-11
38.866599683109875, 2.125175003122743e-11
53.25794009369198, 2.1447463918832027e-11
69.76670439385174, 2.1579504342801452e-11
85.42718411395371, 2.138740791723098e-11
105.78643153164562, 2.1389400081624056e-11
137.02752627685126, 2.231251537893137e-11
183.58772841128234, 2.391496516918202e-11
222.28263554673012, 2.4796619873286756e-11
281.5213916259694, 2.6022713385798094e-11
337.04454023214765, 2.7806433985540914e-11
426.8675678273648, 3.0073052064681004e-11
522.6862100752678, 3.118188510202769e-11
647.2542616048971, 3.137308608815547e-11
801.5097224496756, 3.053745137333007e-11
970.4444576127397, 2.9016590799927958e-11
1174.9856788174084, 2.7488609417029218e-11
1422.6381887142861, 2.588479516599927e-11
1842.7750039775487, 2.3939010737688515e-11
2333.878138061974, 2.2340096413360215e-11
2955.861215594174, 2.0910821662063214e-11
3578.870042123446, 1.9809681062154077e-11
4481.937520443571, 1.837552579734646e-11
5426.598460699456, 1.7407891056486667e-11
6644.702940211167, 1.6491291728147026e-11
7955.20665242435, 1.5529036383912707e-11
9962.568843999736, 1.4667296394152295e-11
11402.583397826966, 1.3978489080217289e-11
13498.73773590886, 1.3443068651541348e-11
16715.79497878027, 1.2850815677240108e-11
20012.57311459707, 1.2321506113968461e-11
24230.636407345493, 1.1885390395419234e-11
30005.35000491916, 1.1568818261401012e-11
36329.59750258366, 1.143131903542074e-11
43008.12295150268, 1.2740541784867219e-11
52662.12399875611, 3.1150717126973824e-11
56339.67433237827, 3.545609642481773e-11
67451.28504271609, 3.999571324216915e-11
93472.53888631587, 4.2611481099347594e-11
141731.30895169164, 4.287654930820935e-11
194210.9066163045, 4.249695409889569e-11
322213.1958687322, 4.2634465310867604e-11
516838.7278779467, 4.2771792444812114e-11
938237.3196107207, 4.265432528835999e-11
1086001.9845830777, 4.265704368898658e-11
